,Model,Overall_rating,Date,Review,Style,Comfort,Fuel_Economy,Performance,Value_for_Money
346,2017 Suzuki Vitara GL+ 1.6,4," Nov 27, 2019","

For people who have never owned a  4x4 vehicle ever Vitara comes out to be the perfect choiceIt has all the bells and whistles that you would need in a  nippy 4x4  vehicle with a limited off road capability and also very functional city and touring vehicleTHe car looks like a version or Range Rover vogue with a Suzuki badge though1.6  sounds less but car weighs only 1147 kgs considering the fact that a corolla 1.3 weighs 1300 kg the 1.6 for Vitara is more than enoughFantastic fuel average 14.5 if you drive it like you own it not stole it.ready for every terrain that you can throw at it as long as its not off the cliff.Cutting the long story short its the best car in the segment which is simple and is based on simple 4x4 engineering rather than electric motors and Space ship technology  if you want a long term keeper  Vitara is a no brainer
 

                More
                
 
                Less
                
 
",4,3,4,4,5
347,2018 Suzuki Ciaz Automatic,4," Nov 27, 2019","

To all those moaning and complaining  about value for money or resale go and buy your local assembled  called  Corolla or Civic. Then some people have more money then brains Ciaz 25 lac,Civic 40 lac and Corolla 40 Lac ,even the Honda city cost more. Ciaz is equipped with ABS brakes ,airbags, projector head lights which the Honda city or the Corolla xli ,gli or base model not have but cost more money to buy. Better mileage then Honda city ,Honda Civic or Corolla,  My car is averaging 15.5 local per litre  and 20 motorway per litre.  Now to those who are crying about resale value do not any car as all cars lose some when you come to sell car. Unless like the last 12 months  rates of used cars have gone up due Pakistan rupee value going down against the dollar as new car prices have increased  some 4 times in the last 12 months.I buy my car for 18.5 lac and l have been offered 22 lac, but l have no intention of selling.
 

                More
                
 
                Less
                
 
",5,4,5,5,5
348,2019 Suzuki Alto VXR,4," Nov 26, 2019","
The exterior's design is better means not so good and not so bad.i have driven it 2230 km.paint quality is better but i think that there is chance of improvement.interior quality is good.leg room and head room is best.i think dual airbag is best safety feature.
",3,4,5,5,4
349,2019 Suzuki Cultus VXL,4," Nov 25, 2019","
exterior is classic look. it compete all imported cars, like vitz.better than imported cars.fuel average is 17-22 .all options in this car. pick of car is great. car is like 1300cc cars quality. ac performance is also fit. seats are not good . all ok
",5,4,5,4,4
350,2019 Suzuki Alto VXL AGS,4," Nov 23, 2019","
Its exterior front side is ok but bakside is quite okward, fuel economy is impressive without a.c and with a.c too, i drive only 150 k.m yet but it give average between 20 to 21 km/l, its interior design is impresive but qulity is just fine, my booking price is 1433000 but due to increase in price i paid 14200 extra amount before 20days of delivery. company's delivery timeis almost 4 months so i paid 25000 own after 1 month of booking. Car delivery date was 15 nov 2019
",3,4,5,5,4
351,2017 Suzuki Ciaz Automatic,3," Nov 22, 2019","
Exterior of the car is beautiful it is a mixture of BMW and MercedesBut the the problem is in the interior interior is old fashioned but the car is comfortable and spaciousDriving experience is great. Their is a minor issue with handling. Performance of car is goodThe main issue of car is that it is resaleI have many more information about car and some issues to. It whould be my pleasure to share information with people about suzuki ciaz using pakwheels platform. I am waiting for a positive response from you.Thank you 
",3,4,4,4,2
352,2007 Suzuki Liana RXi,4," Nov 21, 2019","
it seems good but not modern as the cars in 2019.Engine  performance is also very good.Ac performance is quite impressive.A family  used car and drive on the daily basis.Good car under certain amount of budget.I have so many knowledge abut this car.Please invite me for the owner review of this  car because i used this since last 2.5 years.
",4,5,4,4,5
353,2018 Suzuki Cultus VXR,3," Nov 21, 2019","
very good exterior but interior is very bad not comfortable car seat is very low quality  fuel economy is very good city 13 or highway 19  performance is nice value of money  is high I think is price must b a 13 but believe me it is not a comfortable  car.                                                                       
",5,1,5,4,2
354,2004 Suzuki Baleno JXL,5," Nov 20, 2019","

I am using Suzuki Baleno JXL 2004 since 2012 .. Its been my best purchase so far .. its a complete family car & i have used it for like 200,000 Kmsfor security it has immobilizer keyits all 4 power windows with power side mirrors as wellit has company fitted cngit has company fitted 14"" alloy rimsIts in genuine/stock condition like zero meter from day onei have never applied anything extra in the carit has company fitted spoiler which gives a sporty look& this car was purchased in 500,000 Rupees but now people are offering me 650,000 & moreplease i want Pakwheels to review my car asap because right now its in perfect condition.Please contact me onRegardsAmmar Masood
 

                More
                
 
                Less
                
 
",5,5,5,5,5
355,2019 Suzuki Alto VXR,3," Nov 20, 2019","
AC is not that good as it should be. Paint quality is very poop as usual in suzuki vehicles. This car is solely intended for city drive only. The design and overall look and feel of the interior is good. But from exterior it lacks state-of-the-art design features. 
",3,4,4,3,2
356,2019 Suzuki Wagon R VXR,4," Nov 19, 2019","

Style: 4/5 because there ain't a spoiler, fog lamps, etc...Comfort: 4/5 because on the long route the seats are not that much comfortable but compare to Alto, FAW is comfortable. Performance: Take a route from Lahore - Islamabad- Murree- Wah-Abbottabad, Manshera - Muzzafarad - Pir Chinasi and then came back. Never missed a single time with AC, just get the oil changed once I was back. Value for Money: 2 stars because the price should be near to 10-12 lakh. Fuel Economy: On the same route which I mentioned before, it cost me just Rs. 12,000
 

                More
                
 
                Less
                
 
",4,4,5,5,2
357,2019 Suzuki Alto VXR,4," Nov 19, 2019","

Front side is  appealing but back side should have been improved as we are talking about the looks of the car. VXR variant contains dual airbags, audio unit with the facility of bluetooth usb and aux cable. Car has two speakers both in the front doors. It doesn't have spare tyre but it comes with puncture repair kit and air pump. It has immobilizer key. Talking about the fuel economy, I have driven this car for more than 13000 KM both on long route and in city. It provides 19+ km/ltr in city and 23+ km/ltr on long route (at speed of 90-100) with AC. Without AC it gives 22 km/ltr in city and 27 km/ltr on long route (at speed of 90-100)Overall car is very good option in this category having several practical feature.
 

                More
                
 
                Less
                
 
",3,4,5,4,4
358,2019 Suzuki Cultus Auto Gear Shift,4," Nov 18, 2019","

I bought my cultus 3 months ago and I am extremely satisfied and I want to change the concept that suzuki doesn't give value for money. And I have driven 8000 plus kms and I travelled on both sides (northern & Punjab side) fuel economy was unmatched with other cars. Comfort & space is brilliant and drive of the car is excellent. Only one issue I have faced is in manual transmission when you are on the first gear the pick of the car is excellent but in ags it doesn't give that much pick in 1st and 2nd but when you move forward it's totally superb. I recently went on the punjab tour my cousin had swift we both had a race on motorway initially swift had a gap because it has higher power after that cultus was ahead swift wasn't able to catch. As I had driven it 8000 plus kms so I can give much better review about it. i want to tell one more things the auto gear shift technology has taken pak suzuki to the other level where you can enjoy both manual & auto transmission.
 

                More
                
 
                Less
                
 
",5,4,5,5,4
